[33m[nodemon] 2.0.21[39m
[33m[nodemon] to restart at any time, enter `rs`[39m
[33m[nodemon] watching path(s): *.*[39m
ENVIANDO 0.6911154580642347 < 0.00000788574558174826
ENVIANDO 0.5458431058461541 < 0.000007965014924171676
ENVIANDO 0.754537102988057 < 0.000008044601337520163
ENVIANDO 0.6986002886012186 < 0.000008123870667287036
ENVIANDO 0.2177427132917653 < 0.000008203139990725639
ENVIANDO 0.4546886612891976 < 0.000008282726385200334
ENVIANDO 0.3928771201903829 < 0.000008361995696093416
ENVIANDO 0.889543885039161 < 0.000008441582077911569
ENVIANDO 0.0863139113395528 < 0.000008520851376148109
ENVIANDO 0.9706342284817426 < 0.00000860043774530972
ENVIANDO 0.3822726680650643 < 0.000008680024108143058
ENVIANDO 0.9501185913638259 < 0.000008759293387505807
ENVIANDO 0.9659228798129098 < 0.000008839196814824923
ENVIANDO 0.6139995573672732 < 0.000008918466081531129
ENVIANDO 0.8161202345597729 < 0.000008998052419051383
ENVIANDO 0.11778203579253121 < 0.000009077321673212069
ENVIANDO 0.24137877812824593 < 0.000009156590921155505
ENVIANDO 0.15044808640934582 < 0.000009236177239690946
ENVIANDO 0.7098034243037652 < 0.00000931544647497784
ENVIANDO 0.7892519651109802 < 0.00000939503278096776
ENVIANDO 0.3033583397356976 < 0.000009474302003598112
ENVIANDO 0.7283898879887787 < 0.00000955388829693149
ENVIANDO 0.426998210402622 < 0.000009633157507016321
ENVIANDO 0.37197024002871504 < 0.000009712743787693157
ENVIANDO 0.6114707052082966 < 0.000009792330061930699
ENVIANDO 0.8678895046816859 < 0.000009871599253141738
ENVIANDO 0.0017105652211903966 < 0.00000995086843813553
ENVIANDO 0.9941438589562654 < 0.000010030137616690027
ENVIANDO 0.13151679903107705 < 0.000010109406789138298
ENVIANDO 0.8198767969301917 < 0.000010188675955147275
ENVIANDO 0.26261361848943077 < 0.000010268579268224443
ENVIANDO 0.4879274285364221 < 0.0000103478484216879
ENVIANDO 0.45286301348211433 < 0.000010427117568823085
ENVIANDO 0.31746677973498816 < 0.000010506703786328231
ENVIANDO 0.8890887206363578 < 0.000010585972920917897
ENVIANDO 0.9644499142754688 < 0.000010665242049179291
ENVIANDO 0.9764768986624994 < 0.000010744511171223436
ENVIANDO 0.24993231189685972 < 0.000010824097363415497
ENVIANDO 0.052635406828039244 < 0.0000109033664728031
ENVIANDO 0.1767006068226531 < 0.000010982952652338618
ENVIANDO 0.20075810846391295 < 0.0000110622217491807
ENVIANDO 0.0037577295132180666 < 0.000011141807916059676
ENVIANDO 0.5293404702395372 < 0.000011221077000356239
ENVIANDO 0.34250984380632166 < 0.000011300663154578672
ENVIANDO 0.5424527353355051 < 0.000011379932226218692
ENVIANDO 0.6658686953717803 < 0.000011459201291530441
ENVIANDO 0.9843541213026694 < 0.000011538787426879082
ENVIANDO 0.6438149164202562 < 0.000011618056479645311
ENVIANDO 0.7508354927872662 < 0.000011697325526083269
ENVIANDO 0.5973412972173648 < 0.000011776911642447097
ENVIANDO 0.6276107991410489 < 0.000011856497752482653
ENVIANDO 0.6940149711056809 < 0.00001193576678004682
ENVIANDO 0.5209873413524191 < 0.000012015035801393736
ENVIANDO 0.9527640077828317 < 0.000012094304816412382
ENVIANDO 0.5851960049338203 < 0.000012173890901134854
ENVIANDO 0.5881386924143228 < 0.00001225315990360798
ENVIANDO 0.1972866290566897 < 0.000012332428899752834
ENVIANDO 0.06488391223917422 < 0.000012411697889569417
ENVIANDO 0.0038873119693239033 < 0.000012490966873168752
ENVIANDO 0.3622616887439527 < 0.00001257055292636089
ENVIANDO 0.46365799519396034 < 0.000012649821897303681
ENVIANDO 0.19078983126550408 < 0.000012729407937839277
ENVIANDO 0.21860056443943932 < 0.0000128089939720466
ENVIANDO 0.7041524291907433 < 0.000012888262924226623
ENVIANDO 0.4095865392292355 < 0.000012967531869967353
ENVIANDO 0.16703891304971585 < 0.000013046800809490833
ENVIANDO 0.9629858381226364 < 0.000013126386818385072
ENVIANDO 0.7211739294498778 < 0.000013205655745363032
ENVIANDO 0.9731411594094077 < 0.00001328524174171175
ENVIANDO 0.40679277928335744 < 0.000013364510656033168
ENVIANDO 0.19704683278852264 < 0.000013444096639614322
ENVIANDO 0.1476777194113963 < 0.00001352336554139022
ENVIANDO 0.5815523282490986 < 0.000013602634436837846
ENVIANDO 0.4339309773511739 < 0.000013682220401545209
ENVIANDO 0.30026718562423715 < 0.000013761489284447315
ENVIANDO 0.5035529896278943 < 0.00001384075816102115
ENVIANDO 0.06297348261062763 < 0.000013920027031266713
ENVIANDO 0.4548034540392314 < 0.000013999612970772013
ENVIANDO 0.37777316792827054 < 0.00001407919890383802
ENVIANDO 0.1971213997726975 < 0.000014158467755209792
ENVIANDO 0.906756607295679 < 0.000014237736600364315
ENVIANDO 0.0168925365519752 < 0.00001431732251455653
ENVIANDO 0.3344288738143568 < 0.00001439659134705451
ENVIANDO 0.8906978023203274 < 0.000014476177248590183
ENVIANDO 0.28677701621844487 < 0.000014555446068542643
ENVIANDO 0.029899319069723207 < 0.000014634714882166833
ENVIANDO 0.26708412662773506 < 0.000014714300764717692
ENVIANDO 0.9439154501825142 < 0.00001479356956579636
ENVIANDO 0.08347948764544078 < 0.000014873155435690677
ENVIANDO 0.6025789231619654 < 0.000014952424224112804
ENVIANDO 0.11226196011012601 < 0.0000150320100814616
ENVIANDO 0.0065692101223473465 < 0.000015111278857338206
ENVIANDO 0.2925782613270942 < 0.000015191181776952334
ENVIANDO 0.967719642890539 < 0.00001527045054028342
ENVIANDO 0.8752241569254691 < 0.000015349719297175213
ENVIANDO 0.0010119788067870505 < 0.000015429305122882653
ENVIANDO 0.006959662548136958 < 0.000015508573867228925
ENVIANDO 0.6264053144665269 < 0.000015588159680279823
ENVIANDO 0.8538637734063923 < 0.000015667428412080575
ENVIANDO 0.7152637009593368 < 0.00001574701421247493
ENVIANDO 0.851112449745208 < 0.00001582660000642999
ENVIANDO 0.37055005885018377 < 0.000015905868719356953
ENVIANDO 0.7164607273141774 < 0.000015985454500766494
ENVIANDO 0.4462333449801843 < 0.000016064723201036912
ENVIANDO 0.04945561754877614 < 0.000016143991895090082
ENVIANDO 0.030768808656028268 < 0.00001622357765751481
ENVIANDO 0.23114397395179243 < 0.000016302846338911436
ENVIANDO 0.77286898767958 < 0.000016382115013979792
ENVIANDO 0.5059944984938634 < 0.00001646170075753073
ENVIANDO 0.29760468401507767 < 0.000016540969420053564
ENVIANDO 0.7079134549107866 < 0.000016620872225536765
ENVIANDO 0.7745473679947439 < 0.000016700140875403058
ENVIANDO 0.5763320778408652 < 0.000016779409519052102
ENVIANDO 0.18822197892172943 < 0.000016858995230961682
ENVIANDO 0.9268104205367271 < 0.000016938263861954184
ENVIANDO 0.03544054389736173 < 0.000017017532486729436
ENVIANDO 0.09699749784603906 < 0.000017096801105176418
ENVIANDO 0.13029208062773145 < 0.00001717606971740615
ENVIANDO 0.2535634606166868 < 0.000017255655397674374
ENVIANDO 0.20588592674103934 < 0.000017334923997358587
ENVIANDO 0.5007485097381701 < 0.000017414509664970268
ENVIANDO 0.29276060986737806 < 0.000017493778251997938
ENVIANDO 0.5135051355284896 < 0.0000175733639070641
ENVIANDO 0.17038260497995084 < 0.000017652949555690967
ENVIANDO 0.9947361155872265 < 0.000017732218123844845
ENVIANDO 0.7877446546062852 < 0.000017811486685670452
ENVIANDO 0.6808632133828643 < 0.00001789107231542353
ENVIANDO 0.38581490755377135 < 0.000017970340864592593
ENVIANDO 0.8098070639064998 < 0.00001804960940754441
ENVIANDO 0.24703473724137726 < 0.000018128877944167954
ENVIANDO 0.0877371905510731 < 0.000018208463548718967
ENVIANDO 0.5373645577801016 < 0.00001828773207279699
ENVIANDO 0.9014791814303298 < 0.000018367000590546745
ENVIANDO 0.4630868555305203 < 0.000018446586176112945
ENVIANDO 0.7781593014927943 < 0.000018525854681206155
ENVIANDO 0.5561628638993599 < 0.000018605440254115813
ENVIANDO 0.2905282989194571 < 0.0000186850258206972
ENVIANDO 0.7391993371946384 < 0.00001876429430702764
ENVIANDO 0.1835903942765551 < 0.000018843879860952484
ENVIANDO 0.9707160495517859 < 0.000018923148334626383
ENVIANDO 0.7488296524611022 < 0.000019002733875894684
ENVIANDO 0.3267473078267471 < 0.000019082319410834714
ENVIANDO 0.7872234757850738 < 0.000019161904939446472
ENVIANDO 0.132008163218019 < 0.00001924117338791831
ENVIANDO 0.9302952319477746 < 0.000019321075977574154
ENVIANDO 0.617663779273784 < 0.00001940034441350047
ENVIANDO 0.30707207258931324 < 0.000019479612843098515
ENVIANDO 0.124662615087765 < 0.000019559198340068917
ENVIANDO 0.9303322729534509 < 0.000019639100904300655
ENVIANDO 0.13948700691743166 < 0.00001971836931502491
ENVIANDO 0.019883845249463628 < 0.000019797954793010497
ENVIANDO 0.5828323008429095 < 0.000019877223191078208
ENVIANDO 0.890737560809693 < 0.000019956491582817648
ENVIANDO 0.2253965922586325 < 0.00002003639411540803
ENVIANDO 0.03782496792425394 < 0.00002011566249460195
ENVIANDO 0.3442277200558985 < 0.000020194930867467598
ENVIANDO 0.5278224752671299 < 0.000020274199234004975
ENVIANDO 0.7509476091916332 < 0.000020353467594325103
ENVIANDO 0.9455386051844765 < 0.000020433370095163106
ENVIANDO 0.845142831290258 < 0.000020512638442937714
ENVIANDO 0.699976038835548 < 0.00002059222385764059
ENVIANDO 0.6661462494564387 < 0.000020671492192758656
ENVIANDO 0.07644057746937216 < 0.000020751077594916012
ENVIANDO 0.35538636329118023 < 0.000020830345917377535
ENVIANDO 0.24971431052545934 < 0.00002090993130687835
ENVIANDO 0.6510333734294289 < 0.000020989199616794352
ENVIANDO 0.2576329525094132 < 0.000021068784993638623
ENVIANDO 0.5538014669941258 < 0.000021148053291009106
ENVIANDO 0.9649628676533919 < 0.000021227638655196834
ENVIANDO 0.6642246026467713 < 0.000021306906939910775
ENVIANDO 0.8481567521479465 < 0.00002138649229144196
ENVIANDO 0.40139390058842483 < 0.00002146576056361038
ENVIANDO 0.13988883615561987 < 0.00002154566297551952
ENVIANDO 0.48587444118385226 < 0.000021624931235031397
ENVIANDO 0.24266760130351095 < 0.00002170451656136052
ENVIANDO 0.1843437465362665 < 0.000021783784808215856
ENVIANDO 0.06520772055805324 < 0.000021863053048853942
ENVIANDO 0.6679342489186424 < 0.00002194232128327478
ENVIANDO 0.5189470344141849 < 0.000022022223657103268
ENVIANDO 0.8168317076051437 < 0.000022101491878867563
ENVIANDO 0.7725913003286453 < 0.00002218076009441461
ENVIANDO 0.7768533015855263 < 0.00002226034537633481
ENVIANDO 0.30624250203750325 < 0.000022339613579225315
ENVIANDO 0.9443410008573458 < 0.000022419198848599997
ENVIANDO 0.948983347664474 < 0.000022498467038833958
ENVIANDO 0.07712484177082435 < 0.00002257773522285067
ENVIANDO 0.8355615384239914 < 0.00002265732047324054
ENVIANDO 0.3290222372807423 < 0.00002273658864471173
ENVIANDO 0.26947650552341584 < 0.000022816490955146485
ENVIANDO 0.37120298284847486 < 0.00002289575911385011
ENVIANDO 0.1504961538551477 < 0.000022975344339037918
ENVIANDO 0.18739763948670785 < 0.000023054612485196024
ENVIANDO 0.8307919343085632 < 0.000023134197697616266
ENVIANDO 0.3459337520633723 < 0.000023213465831228852
ENVIANDO 0.4420709596198762 < 0.000023293051031103573
ENVIANDO 0.989175180260786 < 0.000023372319152059617
ENVIANDO 0.06557221563715632 < 0.000023451904339277796
ENVIANDO 0.27985556905179876 < 0.00002353117244768832
ENVIANDO 0.08418861165503189 < 0.000023610440549770573
ENVIANDO 0.24190717179674048 < 0.000023689708645635577
ENVIANDO 0.07943811836383996 < 0.00002376897673528333
ENVIANDO 0.08292069868537055 < 0.000023848561890860154
ENVIANDO 0.6958509326487801 < 0.000023928147040108705
ENVIANDO 0.4388682652515503 < 0.000024007415110771646
ENVIANDO 0.7808986928184387 < 0.000024086683175106316
ENVIANDO 0.8262598981178719 < 0.000024166268305481076
ENVIANDO 0.6789672047561885 < 0.000024245536357270225
ENVIANDO 0.31499042313594483 < 0.000024324804402731104
ENVIANDO 0.6108739828082381 < 0.000024404072441974733
ENVIANDO 0.7022460098506267 < 0.000024483657547036408
ENVIANDO 0.4287531685086723 < 0.000024562925573734518
ENVIANDO 0.9259956120709134 < 0.00002464251066613965
ENVIANDO 0.7629422264229093 < 0.000024721778680181217
ENVIANDO 0.48255411807371695 < 0.000024801046687894512
ENVIANDO 0.2849943564173978 < 0.00002488031468939056
ENVIANDO 0.9336339069985893 < 0.000024959582684558335
ENVIANDO 0.9265238408325147 < 0.00002503885067350886
ENVIANDO 0.6161583858479736 < 0.000025118435727944366
ENVIANDO 0.5817280879132154 < 0.000025197703704349372
ENVIANDO 0.390488793447231 < 0.000025276971674315085
ENVIANDO 0.8359077139271334 < 0.00002535623963806355
ENVIANDO 0.051720706376420456 < 0.000025435824667408014
ENVIANDO 0.283752866278451 < 0.000025515092618499935
ENVIANDO 0.16569452730482448 < 0.000025594360563374607
ENVIANDO 0.18454829507444992 < 0.000025674262645436485
ENVIANDO 0.06215453647954616 < 0.000025753530577654615
ENVIANDO 0.2426905776214514 < 0.000025833115575357724
ENVIANDO 0.7433174324754777 < 0.000025912383495030333
ENVIANDO 0.2909880625457266 < 0.000025991651408374672
ENVIANDO 0.4006016937666148 < 0.000026071236387092966
ENVIANDO 0.7005373982930927 < 0.000026150504287891785
ENVIANDO 0.3086798912235189 < 0.000026230089253953537
ENVIANDO 0.6672840521215491 < 0.000026309357142095813
ENVIANDO 0.8291189901498457 < 0.000026389259167092227
ENVIANDO 0.4611043970085946 < 0.000026468527042688983
ENVIANDO 0.004231529017175939 < 0.000026547794911957467
ENVIANDO 0.8439651350809321 < 0.000026627062775008703
ENVIANDO 0.7263770554727413 < 0.000026706647703100828
ENVIANDO 0.3396400469634324 < 0.00002678591555349552
ENVIANDO 0.9206004164542576 < 0.000026865500469042125
ENVIANDO 0.06340154139176701 < 0.000026944768306780276
ENVIANDO 0.1840315854854082 < 0.000027024353209670338
ENVIANDO 0.648826789689738 < 0.000027103621034862968
ENVIANDO 0.11959190275391829 < 0.00002718288885383835
ENVIANDO 0.11282284762587169 < 0.00002726215666648546
ENVIANDO 0.12532152347822811 < 0.000027341741544062437
ENVIANDO 0.43199972174524137 < 0.000027421009344164027
ENVIANDO 0.14106981950973396 < 0.00002750059420908446
ENVIANDO 0.3315397642240967 < 0.00002757986199664053
ENVIANDO 0.07637886857131337 < 0.000027659446848904423
ENVIANDO 0.6897790393689058 < 0.00002773871462380395
ENVIANDO 0.030738192040983492 < 0.0000278182994634113
ENVIANDO 0.5914987475389584 < 0.000027897567225765307
ENVIANDO 0.6601135992959755 < 0.000027976834981791043
ENVIANDO 0.9775726524302282 < 0.0000280564198025246
ENVIANDO 0.8076915277560035 < 0.000028135687545893795
ENVIANDO 0.1572076215965479 < 0.00002821495528304574
ENVIANDO 0.5225133165822675 < 0.000028294540084794484
ENVIANDO 0.3954226713532427 < 0.000028373807809289886
ENVIANDO 0.004515037811081424 < 0.00002845339259849311
ENVIANDO 0.1350759596278608 < 0.000028532660310442992
ENVIANDO 0.9369386194313662 < 0.000028611928016064603
ENVIANDO 0.5531308952904015 < 0.000028691195715468965
ENVIANDO 0.7996663669838942 < 0.000028770463408545055
ENVIANDO 0.19520371446547524 < 0.000028849731095403897
ENVIANDO 0.0819537535801711 < 0.00002892963291734052
ENVIANDO 0.19011868055117698 < 0.00002900890059154282
ENVIANDO 0.06330099161477909 < 0.000029088168259416847
ENVIANDO 0.856550095532256 < 0.000029167435921073626
ENVIANDO 0.1286305094239122 < 0.000029247020646994137
ENVIANDO 0.40020806988335345 < 0.000029326288296105396
ENVIANDO 0.7136349604279555 < 0.000029405873009369365
ENVIANDO 0.16100501732439465 < 0.00002948514064582408
ENVIANDO 0.36284896889398754 < 0.000029565042417023513
ENVIANDO 0.08598499178892127 < 0.000029644310040821686
ENVIANDO 0.0024386991267464353 < 0.00002972357765840261
ENVIANDO 0.3909518059984973 < 0.000029802845269655265
ENVIANDO 0.7717935597152732 < 0.00002988242994506063
ENVIANDO 0.6718217183333426 < 0.00002996169754365674
ENVIANDO 0.45904578078796354 < 0.000030040965136146625
ENVIANDO 0.7043574449373522 < 0.000030120232722197215
ENVIANDO 0.760149451524111 < 0.000030199500302030557
ENVIANDO 0.33696033085800803 < 0.000030279084945794565
ENVIANDO 0.258028011224227 < 0.000030358669583341324
ENVIANDO 0.41481798816789084 < 0.000030437937144189853
ENVIANDO 0.6986165768012169 < 0.000030517204698821132
ENVIANDO 0.026265009452189902 < 0.00003059678931738308
ENVIANDO 0.07967682183549107 < 0.000030676056859468837
ENVIANDO 0.9947340397522189 < 0.000030755958535522154
ENVIANDO 0.21615897006464357 < 0.00003083522606484035
ENVIANDO 0.2894795555255567 < 0.000030914493588052316
ENVIANDO 0.772121753959478 < 0.000030994078174972906
ENVIANDO 0.6250794156074146 < 0.000031073979825602116
ENVIANDO 0.5498875274382584 < 0.00003115324732982927
ENVIANDO 0.13400817595188963 < 0.00003123283189765402
ENVIANDO 0.605612779738457 < 0.00003131209938933566
ENVIANDO 0.21553272680165425 < 0.00003139136687468902
ENVIANDO 0.9126853074444616 < 0.00003147063435371411
ENVIANDO 0.4851696056955863 < 0.0000315502188963368
ENVIANDO 0.22781332570615298 < 0.00003162948636281637
ENVIANDO 0.3931582135916001 < 0.00003170875382296767
ENVIANDO 0.6744708951406266 < 0.00003178833834671657
ENVIANDO 0.04202839862796304 < 0.00003186760579432235
ENVIANDO 0.7999058266554151 < 0.00003194687323559986
ENVIANDO 0.03861258174242699 < 0.00003202614067066012
ENVIANDO 0.4639594200458157 < 0.00003210572516909593
ENVIANDO 0.18463889527045163 < 0.00003218499259149965
ENVIANDO 0.24790327574885218 < 0.00003226426000768612
ENVIANDO 0.22664131699964796 < 0.00003234384448713712
ENVIANDO 0.608125045367466 < 0.000032423111890667045
ENVIANDO 0.9389864587174459 < 0.000032502696357572525
ENVIANDO 0.26666786500403883 < 0.00003258164667896413
ENVIANDO 0.23198003288123825 < 0.000032661231133213064
ENVIANDO 0.7643363161712928 < 0.00003274081558102271
ENVIANDO 0.0811275150849291 < 0.00003282008295313332
ENVIANDO 0.3125786219789155 < 0.000032899350318915666
ENVIANDO 0.8579134491191638 < 0.00003297893474785152
ENVIANDO 0.34396479449656026 < 0.00003305820210108834
ENVIANDO 0.9647026608447908 < 0.00003313778651736765
ENVIANDO 0.7728727362745704 < 0.000033217053858058954
ENVIANDO 0.9594307871036851 < 0.000033296321192421985
ENVIANDO 0.3689995325137658 < 0.00003337590558971648
ENVIANDO 0.3395138965019362 < 0.00003345517291142297
ENVIANDO 0.43961184848515367 < 0.00003353444022691221
ENVIANDO 0.97176216479684 < 0.00003361434167459265
ENVIANDO 0.796990187971075 < 0.00003369360897742535
ENVIANDO 0.5948888866847868 < 0.00003377319334307849
ENVIANDO 0.35183323098450914 < 0.000033852460633365666
ENVIANDO 0.21539675700342942 < 0.000033932044986473286
ENVIANDO 0.020928431502665656 < 0.00003401131226410392
ENVIANDO 0.7268392482903256 < 0.000034090896604555
ENVIANDO 0.7157139817443603 < 0.00003417016386964011
ENVIANDO 0.9811335755525499 < 0.000034249431128396957
ENVIANDO 0.8697189775836656 < 0.00003432901544986322
ENVIANDO 0.15837777267204078 < 0.000034408282696074544
ENVIANDO 0.8996280508015957 < 0.000034487549935957595
ENVIANDO 0.2133706772481685 < 0.00003456713423855007
ENVIANDO 0.7162527328133412 < 0.0000346464014658876
ENVIANDO 0.5949972987052501 < 0.00003472566868689686
ENVIANDO 0.6469354082663605 < 0.00003480525297050452
ENVIANDO 0.8205839320396975 < 0.000034884837247783906
ENVIANDO 0.30374696585591665 < 0.000034964104449919375
ENVIANDO 0.9774286029480137 < 0.00003504368871454222
ENVIANDO 0.3540608796056306 < 0.00003512263883531652
ENVIANDO 0.27206735436346574 < 0.00003520254015598745
ENVIANDO 0.5126384284576426 < 0.000035281807332920856
ENVIANDO 0.07777927324654588 < 0.00003536107450363701
ENVIANDO 0.568230748938336 < 0.0000354406587366185
ENVIANDO 0.46355127739263335 < 0.00003552024296327172
ENVIANDO 0.9215623197217724 < 0.000035599510115114086
ENVIANDO 0.7939306900362748 < 0.000035679411397704364
ENVIANDO 0.6140732457415621 < 0.00003575867853689019
ENVIANDO 0.694278109674906 < 0.00003583826273823032
ENVIANDO 0.6756358744928395 < 0.00003591784693324218
ENVIANDO 0.9338581498506189 < 0.00003599711405355421
ENVIANDO 0.33706320341807583 < 0.00003607669823590953
ENVIANDO 0.9472265593462472 < 0.00003615659948041916
ENVIANDO 0.9231734612876326 < 0.00003623586658174638
ENVIANDO 0.7639052707948832 < 0.000036315133676745326
ENVIANDO 0.41463473718571087 < 0.00003639503490215912
ENVIANDO 0.7809901750959449 < 0.000036474301984612545
ENVIANDO 0.6791907549274789 < 0.0000365535690607377
ENVIANDO 0.5502139213120794 < 0.00003663315319890614
ENVIANDO 0.3478127084962608 < 0.000036712420262374756
ENVIANDO 0.603689111470241 < 0.00003679168731962612
ENVIANDO 0.5942516753595954 < 0.00003687127143880975
ENVIANDO 0.8199701100860535 < 0.000036950538483515594
ENVIANDO 0.5688231998777726 < 0.00003703012259004268
ENVIANDO 0.4226967302421394 < 0.000037109706690241495
ENVIANDO 0.01559913080845976 < 0.000037188973715962526
ENVIANDO 0.9577658898115646 < 0.0000372685578035048
ENVIANDO 0.8453747251267727 < 0.00003734782481668031
ENVIANDO 0.36002486266237854 < 0.00003742772595960453
ENVIANDO 0.8715501257052425 < 0.0000375069929601235
ENVIANDO 0.3896010967652772 < 0.000037586577022352685
ENVIANDO 0.5062730597461442 < 0.000037665526942398664
ENVIANDO 0.7795503315120751 < 0.00003774511099208233
ENVIANDO 0.4016252909119178 < 0.000037824377967399236
